Code	NAME	match	measure value	GLOSSARY_ID_DF	SWS_DF
RUS ORIGINAL OLYMP	Rus Original Olympic     	MOLINARI	0,4	45122416	MOLINARI                 
RUS_DIAM          	RUS_DIAMOND              	Kondi	0,4		Kondi                    
RUSS              	Russ                     	RUSS	1	45122362	RUSS                     
RUSS_B            	Russ Berrie              	PERRIER	0,6	45123507	PERRIER                  
RUSSIA ACTIVE     	Russia Active            	ALCOM ACTIVE	0,5	45122845	ALCOM ACTIVE             
RUSSIA FASHION    	Russia Fashion           	FASHION ANGELS	0,5	45122505	FASHION ANGELS           
RUSSIA ORIGINAL   	Russia Original          	RUSSIAN AMBER	0,5	45122185	RUSSIAN AMBER            
B01210            	RUSSIAN AMBER            	RUSSIAN AMBER	1	45122185	RUSSIAN AMBER            
B01211            	RUSSIAN DIAMOND          	RUSSIAN AMBER	0,6	45122185	RUSSIAN AMBER            
RS_GOLD           	Russian Standart Gold    	RUSSIAN AMBER	0,5	45122185	RUSSIAN AMBER            
RS_IMPERIA        	Russian Standart Imperia 	RUSSIAN AMBER	0,5	45122185	RUSSIAN AMBER            
RS_ORIG           	Russian Standart Original	RUSSIAN AMBER	0,4	45122185	RUSSIAN AMBER            
RS_PLAT           	Russian Standart Platinum	RS_PLATINUM	0,5	45124075	RS_PLATINUM              
KVASS             	Russkyi Dar              	RUSS	0,5	45122362	RUSS                     
RVK               	RVK                      	NARVIN	0,3		NARVIN                   
B01212            	SAGA FURS                	FURLA	0,4	45122527	FURLA                    
SAIMAA            	SAIMAA                   	SAIMAA	1	45122462	SAIMAA                   
B01213            	SAINT BERNARD            	NARVIN	0,4		NARVIN                   
ST_BREND          	Saint Brendan's          	Valentino Orlandi	0,4		Valentino Orlandi        
B01214            	SALEM                    	PALEKH	0,4	45123648	PALEKH                   
SALES PRESS       	Sales Press              	MEDIA PRESS	0,5	45124026	MEDIA PRESS              
B01215            	SALITOS                  	MENDITTOROSA	0,5		MENDITTOROSA             
SALVADORD         	SalvadorD                	SALVADORD	1		SALVADORD                
S_FERRAGAMO       	Salvatore Ferragamo      	S_FERRAGAMO	0,6	45124546	S_FERRAGAMO              
SAMBUCA           	Sambuca                  	DRAMBUIE	0,5	45122196	DRAMBUIE                 
B01216            	SAMORENS                 	SAMORENS	1	45122634	SAMORENS                 
SAMSONITE         	Samsonite                	SAMSONITE	1	45122292	SAMSONITE                
SANDARA           	Sandara                  	MADARA	0,5		MADARA                   
SANDARA L         	Sandara Luxe             	MADARA	0,4		MADARA                   
SANDEMAN          	Sandeman                 	SANDEMAN	1	45122213	SANDEMAN                 
B01220            	SANTIAGO DE CUBA         	SANTIAGO DE CUBA	1	45122745	SANTIAGO DE CUBA         
SAUVIGNON         	Sauvignon                	DOM PERIGNON	0,5	45122267	DOM PERIGNON             
SAUZA             	Sauza                    	SAUZA	1	45122296	SAUZA                    
SAVE_QUEEN        	Save The Queen           	ALEXANDER MCQUEEN	0,3	45122555	ALEXANDER MCQUEEN        
B01464            	Savvi                    	SAVVI	1	45124118	SAVVI                    
SCAPA             	Scapa                    	ZACAPA	0,7	45122418	ZACAPA                   
SCATOLA DEL TEMPO 	Scatola del Tempo        	KINDER CHOCOLATE	0,4	45122379	KINDER CHOCOLATE         
SCHCHARD&FRIESE   	Schchard & Friese        	SCHCHARD&FRIESE	0,9		SCHCHARD&FRIESE          
SCHUCHARD&FRIESE  	Schuchard&Friese         	SCHCHARD&FRIESE	0,9		SCHCHARD&FRIESE          
SCHWEPPES         	Schweppes                	SCHWEPPES	1	45123511	SCHWEPPES                
B01221            	SCORPIO                  	DIOR	0,4	45123864	DIOR                     
SCUDFERRARI       	SCUDFERRARI              	SCUDFERRARI	1	45122516	SCUDFERRARI              
B01222            	SEAGRAM'S                	CHATEAU LAGRANGE	0,4	45122628	CHATEAU LAGRANGE         
S_GIN             	Seagrams Gin             	BAGGINI	0,4		BAGGINI                  
SECTOR            	Sector                   	MAX FACTOR	0,5		MAX FACTOR               
SEEBERGER         	Seeberger                	SEEBERGER	1		SEEBERGER                
B01223            	SEIKO                    	SEIKO	1	45124885	SEIKO                    
B01439            	Semenovo                 	SEMENOVO	1	45123420	SEMENOVO                 
SENNHEISER        	Sennheiser               	SENNHEISER	1	45122332	SENNHEISER               
B01224            	SENORIO DE VAL           	VALENTINO	0,5	45122434	VALENTINO                
B01225            	SENORIO DEL CONDESTABLE  	ABLE STAR	0,4	45122877	ABLE STAR                
SERAPHIN          	Seraphin                 	FRAPIN	0,5	45122239	FRAPIN                   
SERGE LUTENS      	SERGE LUTENS             	SERGE LUTENS	1	45122435	SERGE LUTENS             
SEV_COM           	SEV_COM                  	ROSE_CO	0,5	45122487	ROSE_CO                  
SEVIGNE           	SEVIGNE                  	SEVIGNE	1	45122486	SEVIGNE                  
SHABLOOL          	Shablool                 	CHABLIS	0,5	45122666	CHABLIS                  
SHAIKH            	Shaikh                   	HAIG	0,5	45124230	HAIG                     
SHAMROCK GIFT     	Shamrock Gift Company    	SHAMROCK GIFT	0,8	45123724	SHAMROCK GIFT            
SHARMEL           	Sharmel                  	EARNSHAW	0,5	45124879	EARNSHAW                 
SHERIDANS         	Sheridans                	SHERIDANS	1	45122243	SHERIDANS                
B01226            	SHINER TOYS              	SHINER TOYS	1	45122873	SHINER TOYS              
SHISEIDO          	Shiseido                 	SHISEIDO	1	45125347	SHISEIDO                 
B01227            	SHUI JING FANG           	SHUI JING FANG	1	45122881	SHUI JING FANG           
SIGLO             	Siglo                    	POLIGLOT	0,5	45123727	POLIGLOT                 
B01228            	SIKU                     	SIKU	1	45122704	SIKU                     
SILHOUETTE        	SILHOUETTE               	SILHOUETTE	1	45122433	SILHOUETTE               
B01229            	SILK CUT                 	SILKCUT	0,9	45124060	SILKCUT                  
SILKCUT           	Silkcut                  	SILKCUT	1	45124060	SILKCUT                  
SILLAGE           	SILLAGE                  	SILLAGE	1	45122476	SILLAGE                  
B00678            	Sima-land                	SIMA-LAND	1	45124090	SIMA-LAND                
B01230            	SIMBA                    	SIMBA	1	45122885	SIMBA                    
SIMPKINS          	Simpkins                 	KINSKI	0,5	45122882	KINSKI                   
SINGLETON         	Singleton                	SINGLETON	1	45122587	SINGLETON                
B01231            	SIR EDWARD'S             	REWARD TOYS	0,4	45122910	REWARD TOYS              
B01232            	SISI                     	SISI	1	45122604	SISI                     
SISLEY            	Sisley                   	SISLEY	1	45122402	SISLEY                   
SKAGEN            	Skagen                   	SKAGEN	1	45122431	SKAGEN                   
SKITTLES          	Skittles                 	SKITTLES	1	45122329	SKITTLES                 
B01233            	SKROSS                   	SKROSS	1	45122349	SKROSS                   
SKROSS            	Skross                   	SKROSS	1	45122349	SKROSS                   
SKULLCANDY        	Skullcandy               	SKULLCANDY	1	45122913	SKULLCANDY               
SLAVA ZAITSEV LUXU	SLAVA ZAITSEV            	SLAVA ZAITSEV LUXURY	0,8		SLAVA ZAITSEV LUXURY     
B01477            	SLAVA ZAITSEV LUXURY     	SLAVA ZAITSEV LUXURY	1		SLAVA ZAITSEV LUXURY     
B01234            	SMART KID                	SMART KID	1	45122878	SMART KID                
SMARTIES          	Smarties                 	SMARTIES	1	45122311	SMARTIES                 
SMINT             	Smint                    	MINTTU	0,7	45122858	MINTTU                   
SMIRNOFF          	Smirnoff                 	SMIRNOFF	1	45122148	SMIRNOFF                 
B01235            	SMOKEHEAD                	SMOKEHEAD	1	45122855	SMOKEHEAD                
SMS AUDIO         	SMS AUDIO                	SMS AUDIO	1	45124238	SMS AUDIO                
SNICKERS          	Snickers                 	SNICKERS	1	45122389	SNICKERS                 
SNOWMEN           	Snowmedn                 	MEUKOW	0,3	45122235	MEUKOW                   
SOBRANIE          	Sobranie                 	SOBRANIE	1	45122363	SOBRANIE                 
SOCHI SO BEAUTIFUL	Sochi So Beautiful       	THE BEAUTIFUL MIND SERIES VOL-1	0,5	45122685	THE BEAUTIFUL MIND SERIES
SOCHI SO GREAT    	Sochi So Great           	SOCHI.RU 2014	0,4	45123729	SOCHI.RU 2014            
SOCHI.RU 2014     	SOCHI.RU 2014            	SOCHI.RU 2014	1	45123729	SOCHI.RU 2014            
SONATA            	SONATA                   	SONATA	1	45125761	SONATA                   
B01236            	SONIA RYKIEL             	SONIA RYKIEL	1	45122420	SONIA RYKIEL             
S_RYKIEL          	Sonia Rykiel             	SONIA RYKIEL	1	45122420	SONIA RYKIEL             
SONY              	Sony                     	SONY	1	45123395	SONY                     
B01481            	SoOud                    	SOOUD	1	45125189	SOOUD                    
SOSOMA            	Sosoma                   	SOSOMA	1	45124862	SOSOMA                   
S_COMF            	Southern Comfort         	WERTHERS	0,4	45122800	WERTHERS                 
SOUVENIRS         	Souvenirs                	SOUVENIRS	1	45123137	SOUVENIRS                
SOVETSKOE         	Sovetskoe                	SOVETSKOE	1	45122708	SOVETSKOE                
SPASSKAYA TOWER   	Spasskaya Tower          	SPASSKAYA TOWER	1	45124059	SPASSKAYA TOWER          
SPIN MASTER       	Spin Master              	SPIN MASTER	1	45123527	SPIN MASTER              
B01414            	Spinmaster (Spy Gear)    	SPINMASTER (SPY GEAR)	1	45123661	SPINMASTER (SPY GEAR)    
SPRITE            	Sprite                   	SPRITE	1	45122225	SPRITE                   
B01463            	SQUARE                   	SQUARE	1	45123888	SQUARE                   
B01237            	ST.-REMY                 	ST.-REMY	1	45122673	ST.-REMY                 
B01238            	STAR TIME                	STAR TIME	1	45122155	STAR TIME                
STARBROOK         	STARBROOK                	RASTAR	0,5	45122841	RASTAR                   
ST_EXPR           	State Express            	TOY STATE	0,5	45122866	TOY STATE                
B01446            	STATUS GROUP             	STATUS GROUP	1	45122972	STATUS GROUP             
B01239            	STEAMCREAM               	NESTEA	0,4	45122188	NESTEA                   
SH                	Stefan Hafner            	LANCASTER	0,4	45122360	LANCASTER                
ST_MC             	STELLA MCCARTNEY         	MARTELL	0,5	45122176	MARTELL                  
STM               	Stella McCartney         	MARTELL	0,5	45122176	MARTELL                  
STETSON           	Stetson                  	STETSON	1		STETSON                  
STIMOROL          	Stimorol                 	ORO GOLD	0,5	45125286	ORO GOLD                 
STING             	STING                    	MARTINI	0,4	45122214	MARTINI                  
STOLICHNAYA       	Stolichnaya              	POLICE	0,4	45122426	POLICE                   
B01240            	STORCK                   	STORCK	1	45122259	STORCK                   
B01241            	STORK                    	STORCK	0,7	45122259	STORCK                   
STRATHISLA        	Strathisla               	ISLE JURA	0,4	45122304	ISLE JURA                
B01242            	STREAMLINE               	COINTREAU	0,5	45122197	COINTREAU                
STUFF             	STUFF                    	STUFF	1	45125521	STUFF                    
SUDIO             	Sudio                    	SUDIO	1	45125249	SUDIO                    
SULA              	Sula                     	AMARULA	0,4	45122291	AMARULA                  
B01243            	SUNJADE                  	SUNJADE	1	45124368	SUNJADE                  
SUPERKINGS        	SUPERKINGS               	KING ROBERT	0,5	45122854	KING ROBERT              
B01244            	SVEDKA                   	SVEDKA	1	45122734	SVEDKA                   
SWAROVSKI         	SWAROVSKI                	SWAROVSKI	1	45122181	SWAROVSKI                
B01245            	SWATCH                   	TOY WATCH	0,7	45126266	TOY WATCH                
SWEET TALK        	SWEET TALK               	METAXA	0,3	45122177	METAXA                   
SWISS MILITARY    	Swiss Military           	SWISS MILITARY	1	45122477	SWISS MILITARY           
SWISS SMILE       	SWISS SMILE              	SWISS SMILE	1	45122491	SWISS SMILE              
B01246            	SWISS TRAVEL PRODUCTS    	SWISS TRAVEL PRODUCTS	1	45122366	SWISS TRAVEL PRODUCTS    
SYLVANIAN FAMILIES	Sylvanian Families       	SYLVANIAN FAMILIES	1	45122513	SYLVANIAN FAMILIES       
T_SABO            	T.SABO                   	T_SABO	0,6	45123868	T_SABO                   
B01247            	TABASCO                  	CUABA	0,4	45122728	CUABA                    
TACTIC            	TACTIC                   	TACTIC	1	45122689	TACTIC                   
TAF TOYS          	Taf Toysv                	TAF TOYS	0,9	45125033	TAF TOYS                 
T_HEUER           	Tag Heuer                	TAG HEUER	1	45122310	TAG HEUER                
B01248            	TALIKA                   	TALIKA	1	45122489	TALIKA                   
TALISKER          	Talisker                 	TALISKER	1	45122324	TALISKER                 
B01249            	TAMBER                   	TAMBER	1	45122500	TAMBER                   
TANQUERAY         	Tanqueray                	TAG HEUER	0,4	45122310	TAG HEUER                
TARELKI           	Tarelki                  	TARELKI	1	45123258	TARELKI                  
TEACHERS          	Teacher's                	TEACHER'S	1	45122167	TEACHER'S                
B01250            	TECH 4  KIDS             	TECH 4 KIDS	1	45122907	TECH 4 KIDS              
TECH 4 KIDS       	TECH 4 KIDS              	TECH 4 KIDS	1	45122907	TECH 4 KIDS              
B01251            	TECHNOMARINE             	TECHNOMARINE	1	45122709	TECHNOMARINE             
“≈’ÕŒœ¿–          	Technopark               	TECHNOMARINE	0,6	45122709	TECHNOMARINE             
TEELING           	Teeling                  	TEELING	1	45126078	TEELING                  
B01252            	TERRANOBLE               	TERRANOBLE	1	45122674	TERRANOBLE               
B01253            	TERRONIO                 	TERRONIO	1	45122844	TERRONIO                 
TESORO            	Tesoro                   	TESSERON	0,5	45125429	TESSERON                 
TESSERON          	Tesseron                 	TESSERON	1	45125429	TESSERON                 
TEXIER            	Texier                   	TEXIER	1	45122192	TEXIER                   
TEXIER SA         	TEXIER SA                	TEXIER	0,9	45122192	TEXIER                   
TEXIMPORT         	Teximport                	TEXIMPORT	1	45122544	TEXIMPORT                
B01254            	THE ART OF SHAVING       	THE ART OF SHAVING	1	45122806	THE ART OF SHAVING       
B01255            	THE BEAUTIFUL MIND SERIES	THE BEAUTIFUL MIND SERIES VOL-1	1	45122685	THE BEAUTIFUL MIND SERIES
B01256            	THE ONE                  	THE ONE	1	45122517	THE ONE                  
B01410            	THE ONE                  	THE ONE	1	45122517	THE ONE                  
B01257            	THE SINGLETON OF DUFFTOWN	THE SINGLETON OF DUFFTOWN	1	45122730	THE SINGLETON OF DUFFTOWN
B01258            	THIERRY MUGLER           	THIERRY MUGLER	1	45122297	THIERRY MUGLER           
MUGLER            	THIERRY MUGLER           	THIERRY MUGLER	1	45122297	THIERRY MUGLER           
B01451            	THIMBLE                  	THIMBLE	1	45123518	THIMBLE                  
B01259            	THOMSON                  	SONY	0,4	45123395	SONY                     
TIC TAC           	Tic Tac                  	TIC TAC	1	45122413	TIC TAC                  
TIFFANY           	Tiffany                  	TIFFANY	1	45124576	TIFFANY                  
TIGER EYE         	Tiger eye                	HILFIGER	0,5	45124069	HILFIGER                 
TIMBERLAND        	Timberland               	TIMBERLAND	1	45122534	TIMBERLAND               
B01261            	TIME DESIGN              	TIME DESIGN	1	45122772	TIME DESIGN              
TIN TREATS        	Tin Treats               	COINTREAU	0,5	45122197	COINTREAU                
B01262            	TINTAMAR                 	TINTAMAR	1	45124854	TINTAMAR                 
B01263            	TISSOT                   	TISSOT	1	45122285	TISSOT                   
TOBLERONE         	Toblerone                	TOBLERONE	1	45122233	TOBLERONE                
TOD'S             	Tod's                    	TOD'S	1	45122975	TOD'S                    
TOFIFEE           	Tofifee                  	TOFFIFEE	0,9	45126155	TOFFIFEE                 
B01264            	TOLO TOYS                	XQ TOYS	0,6	45122740	XQ TOYS                  
TOM_FORD          	Tom Ford                 	TOM FORD	1	45122976	TOM FORD                 
TOMASSINI         	Tomassini                	MARTINI	0,4	45122214	MARTINI                  
TOMMY             	Tommy                    	TOMMY HILFIGER	0,5	45122515	TOMMY HILFIGER           
B01265            	TOMMY HILFIGER           	TOMMY HILFIGER	1	45122515	TOMMY HILFIGER           
B01266            	TONGDE                   	TONGDE	1	45122864	TONGDE                   
B01437            	TOP STYLE                	TOP STYLE	1	45122588	TOP STYLE                
B01267            	TORRE OF TUSCANY         	TORRE OF TUSCANY	1	45122906	TORRE OF TUSCANY         
B01268            	TOSCOW                   	TOSCOW	1	45124861	TOSCOW                   
TOSCOW            	TOSCOW                   	TOSCOW	1	45124861	TOSCOW                   
B01427            	TOUS                     	TOUS	1	45124071	TOUS                     
B01425            	TOVARITCH                	TOY WATCH	0,4	45126266	TOY WATCH                
B01269            	TOY STATE                	TOY STATE	1	45122866	TOY STATE                
TOY WATCH         	Toy Watch                	TOY WATCH	1	45126266	TOY WATCH                
TOYSTATE          	TOYSTATE                 	TOYSTATE	1	45125210	TOYSTATE                 
TRAD CRAFT        	Trad Craft               	TRAD CRAFT	1	45123015	TRAD CRAFT               
TRADITION         	Tradition Baccarat       	BACARDI	0,5	45122150	BACARDI                  
B01270            	TRANSCEND                	TRANSCEND	1	45124070	TRANSCEND                
B00740            	TRANSVITAL               	TRANSCEND	0,5	45124070	TRANSCEND                
B01271            	TRAVALO                  	TRAVALO	1	45123859	TRAVALO                  
TRI               	Travel Retail Innovations	CELEBRATIONS	0,5	45122401	CELEBRATIONS             
TRAVEL_SWISS      	Travel Swiss             	SWISS TRAVEL PRODUCTS	0,7	45122366	SWISS TRAVEL PRODUCTS    
B01272            	TREFL                    	TREFL	1	45122540	TREFL                    
TRIDENT           	Trident                  	TRIDENT	1	45122712	TRIDENT                  
B01274            	TROIKA                   	TROIKA	1	45124856	TROIKA                   
TROPICANA         	Tropicana                	TROPICANA	1	45122195	TROPICANA                
B01275            	TRUDI                    	Trudi	1	45122473	Trudi                    
TRUDI             	Trudi                    	Trudi	1	45122473	Trudi                    
TRUNKI            	Trunki                   	TRUNKI	1	45122837	TRUNKI                   
TRUSSARDI         	TRUSSARDI                	RUSS	0,5	45122362	RUSS                     
B01276            	TRUST                    	TRUST	1	45122369	TRUST                    
TSARINE           	TSARINE                  	TSARINE	1	45122566	TSARINE                  
B01512            	TSAROS                   	TSAROS	1	45126035	TSAROS                   
TSARSKAYA         	Tsarskaya Vodka          	TSARSKAYA	0,8	45124171	TSARSKAYA                
B01277            	TUBORG                   	LAMBORGINI	0,4		LAMBORGINI               
B01278            	TULLAMORE                	TULLAMORE	1	45122173	TULLAMORE                
T_DEW             	Tullamore Dew            	TULLAMORE	0,9	45122173	TULLAMORE                
TUMI              	Tumi                     	TUMI	1	45122450	TUMI                     
TWIX              	Twix                     	TWIX	1	45122390	TWIX                     
TWO OCEANS        	TWO OCEANS               	TWO OCEANS	1	45125509	TWO OCEANS               
B01279            	U.UPMANN                 	H.UPMANN	0,9	45122656	H.UPMANN                 
U-BOAT            	U-Boat                   	BOGATIRY	0,3	45123016	BOGATIRY                 
UN                	Ulysse Nardin            	NARVIN	0,4		NARVIN                   
UNDERBERG         	Underberg                	DYRBERG KERN	0,6	45123615	DYRBERG KERN             
UNEEDA            	Uneeda                   	LA LAGUNE	0,4	45122620	LA LAGUNE                
B01280            	UNGAVA                   	UNGAVA	1	45122898	UNGAVA                   
B01281            	UNISET                   	FUNRISE	0,5	45123175	FUNRISE                  
B01282            	UNIT                     	UNIT	1	45122796	UNIT                     
UNITEDCONF        	United Confectioners     	UNITEDCONF	0,6	45124025	UNITEDCONF               
B01453            	UNITRON                  	UNITRON	1	45123209	UNITRON                  
UNO               	Uno                      	UNO	1	45124072	UNO                      
B01419            	UNO DE                   	UNO DE	1	45124867	UNO DE                   
B01283            	V. WESTWOOD              	V. WESTWOOD	1	45122497	V. WESTWOOD              
VALDOBBIADENE     	VALDOBBIADENE            	SALVADORD	0,4		SALVADORD                
VALENTIN YUDASHKIN	VALENTIN YUDASHKIN       	VALENTINO	0,6	45122434	VALENTINO                
VALENTINO         	Valentino                	VALENTINO	1	45122434	VALENTINO                
B01474            	Valentino Orlandi        	Valentino Orlandi	1		Valentino Orlandi        
VALSER            	Valser                   	MALTESERS	0,5	45122400	MALTESERS                
B01496            	VALTERA                  	MALTESERS	0,6	45122400	MALTESERS                
B01284            	VAN GILS                 	VAN GILS	1	45122607	VAN GILS                 
B01285            	VAN SLOOTEN              	BOTTEGA VENETA	0,3	45125244	BOTTEGA VENETA           
VARTA             	Varta                    	PARTAGAS	0,5	45122238	PARTAGAS                 
B01416            	VASHERON                 	VASHERON	1		VASHERON                 
VAN CLEEF         	VC&A                     				                         
VDOHNOVENIE       	Vdohnovenie              	VDOHNOVENIE	1	45122452	VDOHNOVENIE              
VEDA              	VEDA                     	SVEDKA	0,5	45122734	SVEDKA                   
B01286            	VEGAS ROBAINA            	ROBIN RUTH	0,4	45122807	ROBIN RUTH               
B01287            	VERA WANG                	POWER RANGERS	0,5	45124309	POWER RANGERS            
VERSACE           	Versace                  	VERSACE	1	45122351	VERSACE                  
B01405            	VERSACE COLLECTION       	VERSACE COLLECTION	1	45122503	VERSACE COLLECTION       
VERSACE - EUROITAL	Versache - EUROITALIA    	VERSACE - EUROITALIA	0,9	45123802	VERSACE - EUROITALIA     
VERSUS            	Versus                   	Versus	1	45122510	Versus                   
VERTU             	Vertu                    	ZVER	0,6	45122905	ZVER                     
B01288            	VEUVE CLICQUOT PONSARDIN 	VEUVE CLICQUOT PONSARDIN	1	45122286	VEUVE CLICQUOT PONSARDIN 
V_CLIQ            	Veuve Cliqout            	VEUVE CLICQUOT PONSARDIN	0,4	45122286	VEUVE CLICQUOT PONSARDIN 
VICHE             	VICHE PITIA              	VICHE PITIA	1	45126120	VICHE PITIA              
V_R               	Victor&Rolf              	VIKTOR&ROLF	0,8	45125293	VIKTOR&ROLF              
VICTORINOX        	Victorinox               	VICTORINOX	1	45122490	VICTORINOX               
B01289            	VICTORINOX SWISS ARMY    	VICTORINOX	0,7	45122490	VICTORINOX               
B01290            	VIEUX                    	VIEUX	1	45122641	VIEUX                    
VIKTOR&ROLF       	Viktor&Rolf              	VIKTOR&ROLF	1	45125293	VIKTOR&ROLF              
VILEBREQUIN       	Vilebrequin              	FREY WILLE	0,4	45122270	FREY WILLE               
B01291            	VILLA BOLGHERE           	BOLLINGER	0,4	45122598	BOLLINGER                
B01292            	VINA HERMINIA            	VINA HERMINIA	1	45122652	VINA HERMINIA            
VIP WATCHES       	VIP Watches              	TOY WATCH	0,6	45126266	TOY WATCH                
B01295            	VITAOXYV                 	VITAOXYV	1	45122833	VITAOXYV                 
VIVID             	Vivid                    	VIVID	1	45122584	VIVID                    
V_DUDKA           	Vodka Dudka              	SAS MAISON DE LA VODKA	0,4	45124583	SAS MAISON DE LA VODKA   
V_DVOIN_ZOLOT     	Vodka Dvoinaya Zolotaya  	SAS MAISON DE LA VODKA	0,3	45124583	SAS MAISON DE LA VODKA   
V_KRISTALL        	Vodka Kristall           	SAS MAISON DE LA VODKA	0,4	45124583	SAS MAISON DE LA VODKA   
VOGUE             	VOGUE                    	VOGUE	1	45122205	VOGUE                    
B01296            	VOLNAY CARALLES          	CAROLEE	0,4	45124868	CAROLEE                  
VOOV              	Voov                     	VOOV	1	45123660	VOOV                     
B01459            	Voov                     	VOOV	1	45123660	VOOV                     
WEB               	Web                      	WESC	0,4	45124236	WESC                     
WELDER            	Welder                   	WELDER	1	45126269	WELDER                   
WELLY             	Welly                    	WELLY	1	45122720	WELLY                    
WERTHERS          	Werthers                 	WERTHERS	1	45122800	WERTHERS                 
B01298            	WERTHER'S ORIGINAL       	WERTHERS	0,5	45122800	WERTHERS                 
WESC              	WeSC                     	WESC	1	45124236	WESC                     
WEST              	West                     	WEST	1	45122207	WEST                     
WHITE GOLD        	White Gold               	WHITE GOLD	1	45122900	WHITE GOLD               
WHITE HORSE       	White Horse              	WHITE HORSE	1	45123349	WHITE HORSE              
W&M               	Whyte & Mackay           	WHYTE&MACKAY	0,9	45122169	WHYTE&MACKAY             
B01299            	WILD PLANET              	DILAN	0,5	45123145	DILAN                    
WILLIAM LAWSON'S  	William Lasowson's       	WILLIAM LAWSON'S	0,9	45125885	WILLIAM LAWSON'S         
WINE              	Wine - LVMH              	WINE	0,7	45124670	WINE                     
WINSTON           	Winston                  	WINSTON	1	45122202	WINSTON                  
B01300            	WINX CLUB                	WINE	0,4	45124670	WINE                     
WOODFORD          	Woodford                 	WOLFORD	0,6	45123516	WOLFORD                  
WRIGLEY           	Wrigley                  	WRIGLEY'S	0,9	45122847	WRIGLEY'S                
WRIGLEY`S         	WRIGLEY`S                	WRIGLEY'S	0,8	45122847	WRIGLEY'S                
B01301            	WRIGLEY'S                	WRIGLEY'S	1	45122847	WRIGLEY'S                
B01302            	WWF PLUSH COLLECTION     	WWF PLUSH COLLECTION	1	45122393	WWF PLUSH COLLECTION     
WYLER             	Wyler                    	LEROCK	0,4	45122863	LEROCK                   
XENTA             	Xenta                    	XENTA	1	45122663	XENTA                    
XQ                	XQ                       	XQ	1	45125211	XQ                       
B01303            	XQ TOYS                  	XQ TOYS	1	45122740	XQ TOYS                  
B01430            	X-RAY PROFUMO            	X-RAY PROFUMO	1	45122569	X-RAY PROFUMO            
XUXU              	Xuxu                     	XUXU	1	45122377	XUXU                     
Y_DOLG            	Y_DOLG                   	DOLLS	0,4	45123165	DOLLS                    
YA                	Ya                       	ZHORYA	0,3	45125757	ZHORYA                   
B01435            	Yaffo                    	RAFFAELLO	0,3	45126123	RAFFAELLO                
YAT MING          	Yat Ming                 	REMINGTON	0,5	45122727	REMINGTON                
YE!!              	YE!!                     	YE!!	1	45125616	YE!!                     
YOKO EUROPEARLS   	Yoko Europearls          	MARLBORO	0,3	45122203	MARLBORO                 
YVES LAMBERT      	Yves Lambert             	YVES LAMBERT	1	45122614	YVES LAMBERT             
YVES SAINT LAURENT	YVES SAINT LAURENT       	RLAUREN	0,5	45123835	RLAUREN                  
YSL               	Yves Saint Laurent       	RLAUREN	0,5	45123835	RLAUREN                  
B01304            	ZACAPA                   	ZACAPA	1	45122418	ZACAPA                   
ZACAPA            	Zacapa                   	ZACAPA	1	45122418	ZACAPA                   
B01476            	ZAINI                    	ZAINI	1	45124732	ZAINI                    
ZAKKA             	Zakka                    	ZAKKA	1	45124233	ZAKKA                    
ZAPF              	Zapf                     	ZAPF	1		ZAPF                     
ZEGNA             	Zegna                    	ZEGNA	1	45122546	ZEGNA                    
B01305            	ZENITH                   	ZENITH	1	45122301	ZENITH                   
B01306            	ZERO                     	FAZER	0,6	45122257	FAZER                    
ZEST              	Zest                     	ZEST	1		ZEST                     
ZHORYA            	ZHORYA                   	ZHORYA	1	45125757	ZHORYA                   
ZINO              	Zino                     	ZINO	1	45122317	ZINO                     
B01307            	ZIP STAR                 	ZIP STAR	1	45124875	ZIP STAR                 
ZOOBLES           	Zoobles                  	ZOOBLES	1	45122725	ZOOBLES                  
ZVER              	ZVER                     	ZVER	1	45122905	ZVER                     
ZYR               	ZYR                      	ZYR	1	45124170	ZYR                      
B01407            	¿·‡Û ƒ˛ÒÓ              	–¿ƒ¿	0,2	45122817	–¿ƒ¿                     
B01309            	¿ Ã                      	¿ Ã	1	45122464	¿ Ã                      
¿ Ã               	¿ Ã                      	¿ Ã	1	45122464	¿ Ã                      
B01310            	¿ —≈——”¿– ‘”–            	¿ —≈——”¿– ‘”–	1	45122576	¿ —≈——”¿– ‘”–            
B01450            	¿Î¸‰ÁÂÌ‡                 	¿À‹ƒ«≈Õ¿	1	45125491	¿À‹ƒ«≈Õ¿                 
B01497            	¿Ú œÂÏ¸Â              	 –≈ÃÀ≈¬— »≈	0,2	45122532	 –≈ÃÀ≈¬— »≈              
B01311            	¿—“Œ–»ﬂ                  	√Œ–Œƒ Ã¿—“≈–Œ¬	0,4	45125213	√Œ–Œƒ Ã¿—“≈–Œ¬           
B01312            	¡¿¡¿≈¬— »…               	¡¿¡¿≈¬— »…	1	45122439	¡¿¡¿≈¬— »…               
B01313            	¡¿… ¿À                   	¡¿… ¿À	1	45122520	¡¿… ¿À                   
¡ŒÕ¿              	¡ÓÌ‡                     	¡ŒÕ¿	1	45122675	¡ŒÕ¿                     
B01315            	¬≈ƒ¿                     	¬≈ƒ¿	1	45122694	¬≈ƒ¿                     
VENUS             	¬ÂÌÂ‡                   	Œ«≈–— »… —”¬≈Õ»–	0,3	45122508	Œ«≈–— »… —”¬≈Õ»–         
